Entity,Code,Date,Total confirmed cases of COVID-19 (cases),Days since the total confirmed cases of COVID-19 reached 100
Sri Lanka,LKA,"Mar 21, 2020",66,
Sri Lanka,LKA,"Mar 22, 2020",78,
Sri Lanka,LKA,"Mar 23, 2020",87,
Sri Lanka,LKA,"Mar 24, 2020",97,
Sri Lanka,LKA,"Mar 25, 2020",102,0
Sri Lanka,LKA,"Mar 26, 2020",102,1
Sri Lanka,LKA,"Mar 27, 2020",106,2
Sudan,SDN,"Mar 14, 2020",1,
Sudan,SDN,"Mar 15, 2020",1,
Sudan,SDN,"Mar 16, 2020",1,
Sudan,SDN,"Mar 17, 2020",1,
Sudan,SDN,"Mar 18, 2020",1,
Sudan,SDN,"Mar 19, 2020",2,
Sudan,SDN,"Mar 20, 2020",2,
Sudan,SDN,"Mar 21, 2020",2,
Sudan,SDN,"Mar 22, 2020",2,
Sudan,SDN,"Mar 23, 2020",2,
Sudan,SDN,"Mar 24, 2020",2,
Sudan,SDN,"Mar 25, 2020",3,
Sudan,SDN,"Mar 26, 2020",3,
Sudan,SDN,"Mar 27, 2020",3,
Suriname,SUR,"Mar 15, 2020",1,
Suriname,SUR,"Mar 21, 2020",1,
Suriname,SUR,"Mar 22, 2020",5,
Suriname,SUR,"Mar 23, 2020",5,
Suriname,SUR,"Mar 24, 2020",6,
Suriname,SUR,"Mar 25, 2020",8,
Suriname,SUR,"Mar 26, 2020",8,
Suriname,SUR,"Mar 27, 2020",8,
Swaziland,SWZ,"Mar 15, 2020",1,
Swaziland,SWZ,"Mar 16, 2020",1,
Swaziland,SWZ,"Mar 17, 2020",1,
Swaziland,SWZ,"Mar 18, 2020",1,
Swaziland,SWZ,"Mar 19, 2020",1,
Swaziland,SWZ,"Mar 20, 2020",1,
Swaziland,SWZ,"Mar 21, 2020",1,
Swaziland,SWZ,"Mar 22, 2020",1,
Swaziland,SWZ,"Mar 23, 2020",4,
Swaziland,SWZ,"Mar 24, 2020",4,
Swaziland,SWZ,"Mar 25, 2020",4,
Swaziland,SWZ,"Mar 26, 2020",4,
Swaziland,SWZ,"Mar 27, 2020",6,
Sweden,SWE,"Dec 31, 2019",0,
Sweden,SWE,"Jan 1, 2020",0,
Sweden,SWE,"Jan 2, 2020",0,
Sweden,SWE,"Jan 3, 2020",0,
Sweden,SWE,"Jan 4, 2020",0,
Sweden,SWE,"Jan 5, 2020",0,
Sweden,SWE,"Jan 6, 2020",0,
Sweden,SWE,"Jan 7, 2020",0,
Sweden,SWE,"Jan 8, 2020",0,
Sweden,SWE,"Jan 9, 2020",0,
Sweden,SWE,"Jan 10, 2020",0,
Sweden,SWE,"Jan 11, 2020",0,
Sweden,SWE,"Jan 12, 2020",0,
Sweden,SWE,"Jan 13, 2020",0,
Sweden,SWE,"Jan 14, 2020",0,
Sweden,SWE,"Jan 15, 2020",0,
Sweden,SWE,"Jan 16, 2020",0,
Sweden,SWE,"Jan 17, 2020",0,
Sweden,SWE,"Jan 18, 2020",0,
Sweden,SWE,"Jan 19, 2020",0,
Sweden,SWE,"Jan 20, 2020",0,
Sweden,SWE,"Jan 21, 2020",0,
Sweden,SWE,"Jan 22, 2020",0,
Sweden,SWE,"Jan 23, 2020",0,
Sweden,SWE,"Jan 24, 2020",0,
Sweden,SWE,"Jan 25, 2020",0,
Sweden,SWE,"Jan 26, 2020",0,
Sweden,SWE,"Jan 27, 2020",0,
Sweden,SWE,"Jan 28, 2020",0,
Sweden,SWE,"Jan 29, 2020",0,
Sweden,SWE,"Jan 30, 2020",0,
Sweden,SWE,"Jan 31, 2020",0,
Sweden,SWE,"Feb 1, 2020",1,
Sweden,SWE,"Feb 2, 2020",1,
Sweden,SWE,"Feb 3, 2020",1,
Sweden,SWE,"Feb 4, 2020",1,
Sweden,SWE,"Feb 5, 2020",1,
Sweden,SWE,"Feb 6, 2020",1,
Sweden,SWE,"Feb 7, 2020",1,
Sweden,SWE,"Feb 8, 2020",1,
Sweden,SWE,"Feb 9, 2020",1,
Sweden,SWE,"Feb 10, 2020",1,
Sweden,SWE,"Feb 11, 2020",1,
Sweden,SWE,"Feb 12, 2020",1,
Sweden,SWE,"Feb 13, 2020",1,
Sweden,SWE,"Feb 14, 2020",1,
Sweden,SWE,"Feb 15, 2020",1,
Sweden,SWE,"Feb 16, 2020",1,
Sweden,SWE,"Feb 17, 2020",1,
Sweden,SWE,"Feb 18, 2020",1,
Sweden,SWE,"Feb 19, 2020",1,
Sweden,SWE,"Feb 20, 2020",1,
Sweden,SWE,"Feb 21, 2020",1,
Sweden,SWE,"Feb 22, 2020",1,
Sweden,SWE,"Feb 23, 2020",1,
Sweden,SWE,"Feb 24, 2020",1,
Sweden,SWE,"Feb 25, 2020",1,
Sweden,SWE,"Feb 26, 2020",1,
Sweden,SWE,"Feb 27, 2020",2,
Sweden,SWE,"Feb 28, 2020",7,
Sweden,SWE,"Feb 29, 2020",12,
Sweden,SWE,"Mar 1, 2020",13,
Sweden,SWE,"Mar 2, 2020",14,
Sweden,SWE,"Mar 3, 2020",15,
Sweden,SWE,"Mar 4, 2020",24,
Sweden,SWE,"Mar 5, 2020",35,
Sweden,SWE,"Mar 6, 2020",61,
Sweden,SWE,"Mar 7, 2020",137,0
Sweden,SWE,"Mar 8, 2020",161,1
Sweden,SWE,"Mar 9, 2020",203,2
Sweden,SWE,"Mar 10, 2020",248,3
Sweden,SWE,"Mar 11, 2020",326,4
Sweden,SWE,"Mar 12, 2020",462,5
Sweden,SWE,"Mar 13, 2020",620,6
Sweden,SWE,"Mar 14, 2020",775,7
Sweden,SWE,"Mar 15, 2020",924,8
Sweden,SWE,"Mar 16, 2020",1032,9
Sweden,SWE,"Mar 17, 2020",1121,10
Sweden,SWE,"Mar 18, 2020",1167,11
Sweden,SWE,"Mar 19, 2020",1301,12
Sweden,SWE,"Mar 20, 2020",1423,13
Sweden,SWE,"Mar 21, 2020",1623,14
Sweden,SWE,"Mar 22, 2020",1746,15
Sweden,SWE,"Mar 23, 2020",1906,16
Sweden,SWE,"Mar 24, 2020",2016,17
Sweden,SWE,"Mar 25, 2020",2272,18
Sweden,SWE,"Mar 26, 2020",2510,19
Sweden,SWE,"Mar 27, 2020",2806,20
Switzerland,CHE,"Dec 31, 2019",0,
Switzerland,CHE,"Jan 1, 2020",0,
Switzerland,CHE,"Jan 2, 2020",0,
Switzerland,CHE,"Jan 3, 2020",0,
Switzerland,CHE,"Jan 4, 2020",0,
Switzerland,CHE,"Jan 5, 2020",0,
Switzerland,CHE,"Jan 6, 2020",0,
Switzerland,CHE,"Jan 7, 2020",0,
Switzerland,CHE,"Jan 8, 2020",0,
Switzerland,CHE,"Jan 9, 2020",0,
Switzerland,CHE,"Jan 10, 2020",0,
Switzerland,CHE,"Jan 11, 2020",0,
Switzerland,CHE,"Jan 12, 2020",0,
Switzerland,CHE,"Jan 13, 2020",0,
Switzerland,CHE,"Jan 14, 2020",0,
Switzerland,CHE,"Jan 15, 2020",0,
Switzerland,CHE,"Jan 16, 2020",0,
Switzerland,CHE,"Jan 17, 2020",0,
Switzerland,CHE,"Jan 18, 2020",0,
Switzerland,CHE,"Jan 19, 2020",0,
Switzerland,CHE,"Jan 20, 2020",0,
Switzerland,CHE,"Jan 21, 2020",0,
Switzerland,CHE,"Jan 22, 2020",0,
Switzerland,CHE,"Jan 23, 2020",0,
Switzerland,CHE,"Jan 24, 2020",0,
Switzerland,CHE,"Jan 25, 2020",0,
Switzerland,CHE,"Jan 26, 2020",0,
Switzerland,CHE,"Jan 27, 2020",0,
Switzerland,CHE,"Jan 28, 2020",0,
Switzerland,CHE,"Jan 29, 2020",0,
Switzerland,CHE,"Jan 30, 2020",0,
Switzerland,CHE,"Jan 31, 2020",0,
Switzerland,CHE,"Feb 1, 2020",0,
Switzerland,CHE,"Feb 2, 2020",0,
Switzerland,CHE,"Feb 3, 2020",0,
Switzerland,CHE,"Feb 4, 2020",0,
Switzerland,CHE,"Feb 5, 2020",0,
Switzerland,CHE,"Feb 6, 2020",0,
Switzerland,CHE,"Feb 7, 2020",0,
Switzerland,CHE,"Feb 8, 2020",0,
Switzerland,CHE,"Feb 9, 2020",0,
Switzerland,CHE,"Feb 10, 2020",0,
Switzerland,CHE,"Feb 11, 2020",0,
Switzerland,CHE,"Feb 12, 2020",0,
Switzerland,CHE,"Feb 13, 2020",0,
Switzerland,CHE,"Feb 14, 2020",0,
Switzerland,CHE,"Feb 15, 2020",0,
Switzerland,CHE,"Feb 16, 2020",0,
Switzerland,CHE,"Feb 17, 2020",0,
Switzerland,CHE,"Feb 18, 2020",0,
Switzerland,CHE,"Feb 19, 2020",0,
Switzerland,CHE,"Feb 20, 2020",0,
Switzerland,CHE,"Feb 21, 2020",0,
Switzerland,CHE,"Feb 22, 2020",0,
Switzerland,CHE,"Feb 23, 2020",0,
Switzerland,CHE,"Feb 24, 2020",0,
Switzerland,CHE,"Feb 25, 2020",0,
Switzerland,CHE,"Feb 26, 2020",1,
Switzerland,CHE,"Feb 27, 2020",1,
Switzerland,CHE,"Feb 28, 2020",8,
Switzerland,CHE,"Feb 29, 2020",12,
Switzerland,CHE,"Mar 1, 2020",18,
Switzerland,CHE,"Mar 2, 2020",24,
Switzerland,CHE,"Mar 3, 2020",30,
Switzerland,CHE,"Mar 4, 2020",37,
Switzerland,CHE,"Mar 5, 2020",57,
Switzerland,CHE,"Mar 6, 2020",87,
Switzerland,CHE,"Mar 7, 2020",209,0
Switzerland,CHE,"Mar 8, 2020",264,1
Switzerland,CHE,"Mar 9, 2020",332,2
Switzerland,CHE,"Mar 10, 2020",374,3
Switzerland,CHE,"Mar 11, 2020",490,4
Switzerland,CHE,"Mar 12, 2020",642,5
Switzerland,CHE,"Mar 13, 2020",854,6
Switzerland,CHE,"Mar 14, 2020",1121,7
Switzerland,CHE,"Mar 15, 2020",1359,8
Switzerland,CHE,"Mar 16, 2020",2200,9
Switzerland,CHE,"Mar 17, 2020",2200,10
Switzerland,CHE,"Mar 18, 2020",2650,11
Switzerland,CHE,"Mar 19, 2020",3010,12
Switzerland,CHE,"Mar 20, 2020",3888,13
Switzerland,CHE,"Mar 21, 2020",4840,14
Switzerland,CHE,"Mar 22, 2020",6077,15
Switzerland,CHE,"Mar 23, 2020",6971,16
Switzerland,CHE,"Mar 24, 2020",8015,17
Switzerland,CHE,"Mar 25, 2020",8789,18
Switzerland,CHE,"Mar 26, 2020",9714,19
Switzerland,CHE,"Mar 27, 2020",10714,20
Syria,SYR,"Mar 23, 2020",1,
Syria,SYR,"Mar 24, 2020",1,
Syria,SYR,"Mar 25, 2020",1,
Syria,SYR,"Mar 26, 2020",1,
Syria,SYR,"Mar 27, 2020",5,
Taiwan,TWN,"Dec 31, 2019",0,
Taiwan,TWN,"Jan 1, 2020",0,
Taiwan,TWN,"Jan 2, 2020",0,
Taiwan,TWN,"Jan 3, 2020",0,
Taiwan,TWN,"Jan 4, 2020",0,
Taiwan,TWN,"Jan 5, 2020",0,
Taiwan,TWN,"Jan 6, 2020",0,
Taiwan,TWN,"Jan 7, 2020",0,
Taiwan,TWN,"Jan 8, 2020",0,
Taiwan,TWN,"Jan 9, 2020",0,
Taiwan,TWN,"Jan 10, 2020",0,
Taiwan,TWN,"Jan 11, 2020",0,
Taiwan,TWN,"Jan 12, 2020",0,
Taiwan,TWN,"Jan 13, 2020",0,
Taiwan,TWN,"Jan 14, 2020",0,
Taiwan,TWN,"Jan 15, 2020",0,
Taiwan,TWN,"Jan 16, 2020",0,
Taiwan,TWN,"Jan 17, 2020",0,
Taiwan,TWN,"Jan 18, 2020",0,
Taiwan,TWN,"Jan 19, 2020",0,
Taiwan,TWN,"Jan 20, 2020",0,
Taiwan,TWN,"Jan 21, 2020",1,
Taiwan,TWN,"Jan 22, 2020",1,
Taiwan,TWN,"Jan 23, 2020",1,
Taiwan,TWN,"Jan 24, 2020",1,
Taiwan,TWN,"Jan 25, 2020",3,
Taiwan,TWN,"Jan 26, 2020",3,
Taiwan,TWN,"Jan 27, 2020",5,
Taiwan,TWN,"Jan 28, 2020",7,
Taiwan,TWN,"Jan 29, 2020",8,
Taiwan,TWN,"Jan 30, 2020",8,
Taiwan,TWN,"Jan 31, 2020",9,
Taiwan,TWN,"Feb 1, 2020",10,
Taiwan,TWN,"Feb 2, 2020",10,
Taiwan,TWN,"Feb 3, 2020",10,
Taiwan,TWN,"Feb 4, 2020",10,
Taiwan,TWN,"Feb 5, 2020",11,
Taiwan,TWN,"Feb 6, 2020",11,
Taiwan,TWN,"Feb 7, 2020",16,
Taiwan,TWN,"Feb 8, 2020",17,
Taiwan,TWN,"Feb 9, 2020",18,
Taiwan,TWN,"Feb 10, 2020",18,
Taiwan,TWN,"Feb 11, 2020",18,
Taiwan,TWN,"Feb 12, 2020",18,
Taiwan,TWN,"Feb 13, 2020",18,
Taiwan,TWN,"Feb 14, 2020",18,
Taiwan,TWN,"Feb 15, 2020",18,
Taiwan,TWN,"Feb 16, 2020",18,
Taiwan,TWN,"Feb 17, 2020",20,
Taiwan,TWN,"Feb 18, 2020",22,
Taiwan,TWN,"Feb 19, 2020",22,
Taiwan,TWN,"Feb 20, 2020",24,
Taiwan,TWN,"Feb 21, 2020",24,
Taiwan,TWN,"Feb 22, 2020",26,
Taiwan,TWN,"Feb 23, 2020",26,
Taiwan,TWN,"Feb 24, 2020",28,
Taiwan,TWN,"Feb 25, 2020",30,
Taiwan,TWN,"Feb 26, 2020",31,
Taiwan,TWN,"Feb 27, 2020",32,
Taiwan,TWN,"Feb 28, 2020",34,
Taiwan,TWN,"Feb 29, 2020",39,
Taiwan,TWN,"Mar 1, 2020",40,
Taiwan,TWN,"Mar 2, 2020",40,
Taiwan,TWN,"Mar 3, 2020",41,
Taiwan,TWN,"Mar 4, 2020",42,
Taiwan,TWN,"Mar 6, 2020",44,
Taiwan,TWN,"Mar 7, 2020",45,
Taiwan,TWN,"Mar 8, 2020",45,
Taiwan,TWN,"Mar 9, 2020",45,
Taiwan,TWN,"Mar 11, 2020",48,
Taiwan,TWN,"Mar 12, 2020",48,
Taiwan,TWN,"Mar 13, 2020",49,
Taiwan,TWN,"Mar 14, 2020",53,
Taiwan,TWN,"Mar 15, 2020",59,
Taiwan,TWN,"Mar 16, 2020",59,
Taiwan,TWN,"Mar 17, 2020",67,
Taiwan,TWN,"Mar 18, 2020",77,
Taiwan,TWN,"Mar 19, 2020",108,0
Taiwan,TWN,"Mar 20, 2020",108,1
Taiwan,TWN,"Mar 21, 2020",135,2
Taiwan,TWN,"Mar 22, 2020",153,3
Taiwan,TWN,"Mar 23, 2020",165,4
Taiwan,TWN,"Mar 24, 2020",195,5
Taiwan,TWN,"Mar 25, 2020",216,6
Taiwan,TWN,"Mar 26, 2020",235,7
Taiwan,TWN,"Mar 27, 2020",252,8
Tanzania,TZA,"Mar 17, 2020",1,
Tanzania,TZA,"Mar 18, 2020",1,
Tanzania,TZA,"Mar 19, 2020",3,
Tanzania,TZA,"Mar 20, 2020",3,
Tanzania,TZA,"Mar 21, 2020",3,
Tanzania,TZA,"Mar 22, 2020",6,
Tanzania,TZA,"Mar 23, 2020",12,
Tanzania,TZA,"Mar 24, 2020",12,
Tanzania,TZA,"Mar 25, 2020",12,
Tanzania,TZA,"Mar 26, 2020",12,
Tanzania,TZA,"Mar 27, 2020",13,
Thailand,THA,"Dec 31, 2019",0,
Thailand,THA,"Jan 1, 2020",0,
Thailand,THA,"Jan 2, 2020",0,
Thailand,THA,"Jan 3, 2020",0,
Thailand,THA,"Jan 4, 2020",0,
Thailand,THA,"Jan 5, 2020",0,
Thailand,THA,"Jan 6, 2020",0,
Thailand,THA,"Jan 7, 2020",0,
Thailand,THA,"Jan 8, 2020",0,
Thailand,THA,"Jan 9, 2020",0,
Thailand,THA,"Jan 10, 2020",0,
Thailand,THA,"Jan 11, 2020",0,
Thailand,THA,"Jan 12, 2020",0,
Thailand,THA,"Jan 13, 2020",1,
Thailand,THA,"Jan 14, 2020",1,
Thailand,THA,"Jan 15, 2020",1,
Thailand,THA,"Jan 16, 2020",1,
Thailand,THA,"Jan 17, 2020",2,
Thailand,THA,"Jan 18, 2020",2,
Thailand,THA,"Jan 19, 2020",2,
Thailand,THA,"Jan 20, 2020",2,
Thailand,THA,"Jan 21, 2020",2,
Thailand,THA,"Jan 22, 2020",4,
Thailand,THA,"Jan 23, 2020",4,
Thailand,THA,"Jan 24, 2020",4,
Thailand,THA,"Jan 25, 2020",5,
Thailand,THA,"Jan 26, 2020",5,
Thailand,THA,"Jan 27, 2020",8,
Thailand,THA,"Jan 28, 2020",14,
Thailand,THA,"Jan 29, 2020",14,
Thailand,THA,"Jan 30, 2020",14,
Thailand,THA,"Jan 31, 2020",14,
Thailand,THA,"Feb 1, 2020",19,
Thailand,THA,"Feb 2, 2020",19,
Thailand,THA,"Feb 3, 2020",19,
Thailand,THA,"Feb 4, 2020",19,
Thailand,THA,"Feb 5, 2020",25,
Thailand,THA,"Feb 6, 2020",25,
Thailand,THA,"Feb 7, 2020",25,
Thailand,THA,"Feb 8, 2020",32,
Thailand,THA,"Feb 9, 2020",32,
Thailand,THA,"Feb 10, 2020",32,
Thailand,THA,"Feb 11, 2020",32,
Thailand,THA,"Feb 12, 2020",33,
Thailand,THA,"Feb 13, 2020",33,
Thailand,THA,"Feb 14, 2020",33,
Thailand,THA,"Feb 15, 2020",34,
Thailand,THA,"Feb 16, 2020",34,
Thailand,THA,"Feb 17, 2020",34,
Thailand,THA,"Feb 18, 2020",35,
Thailand,THA,"Feb 19, 2020",35,
Thailand,THA,"Feb 20, 2020",35,
Thailand,THA,"Feb 21, 2020",35,
Thailand,THA,"Feb 22, 2020",35,
Thailand,THA,"Feb 23, 2020",35,
Thailand,THA,"Feb 24, 2020",35,
Thailand,THA,"Feb 25, 2020",37,
Thailand,THA,"Feb 26, 2020",40,
Thailand,THA,"Feb 27, 2020",40,
Thailand,THA,"Feb 28, 2020",40,
Thailand,THA,"Feb 29, 2020",42,
Thailand,THA,"Mar 1, 2020",42,
Thailand,THA,"Mar 2, 2020",43,
Thailand,THA,"Mar 5, 2020",47,
Thailand,THA,"Mar 7, 2020",50,
Thailand,THA,"Mar 11, 2020",59,
Thailand,THA,"Mar 12, 2020",70,
Thailand,THA,"Mar 14, 2020",82,
Thailand,THA,"Mar 15, 2020",82,
Thailand,THA,"Mar 16, 2020",114,0
Thailand,THA,"Mar 17, 2020",177,1
Thailand,THA,"Mar 18, 2020",177,2
Thailand,THA,"Mar 19, 2020",177,3
Thailand,THA,"Mar 20, 2020",212,4
Thailand,THA,"Mar 21, 2020",366,5
Thailand,THA,"Mar 22, 2020",599,6
Thailand,THA,"Mar 23, 2020",721,7
Thailand,THA,"Mar 24, 2020",827,8
Thailand,THA,"Mar 25, 2020",934,9
Thailand,THA,"Mar 26, 2020",1045,10
Thailand,THA,"Mar 27, 2020",1136,11
Timor,TLS,"Mar 22, 2020",1,
Timor,TLS,"Mar 23, 2020",1,
Timor,TLS,"Mar 24, 2020",1,
Timor,TLS,"Mar 25, 2020",1,
Timor,TLS,"Mar 26, 2020",1,
Timor,TLS,"Mar 27, 2020",1,
Togo,TGO,"Mar 7, 2020",1,
Togo,TGO,"Mar 15, 2020",1,
Togo,TGO,"Mar 16, 2020",1,
Togo,TGO,"Mar 17, 2020",1,
Togo,TGO,"Mar 18, 2020",1,
Togo,TGO,"Mar 19, 2020",1,
Togo,TGO,"Mar 20, 2020",1,
Togo,TGO,"Mar 21, 2020",9,
Togo,TGO,"Mar 22, 2020",15,
Togo,TGO,"Mar 23, 2020",15,
Togo,TGO,"Mar 24, 2020",18,
Togo,TGO,"Mar 25, 2020",18,
Togo,TGO,"Mar 26, 2020",23,
Togo,TGO,"Mar 27, 2020",24,
Trinidad and Tobago,TTO,"Mar 13, 2020",1,
Trinidad and Tobago,TTO,"Mar 14, 2020",2,
Trinidad and Tobago,TTO,"Mar 15, 2020",2,
Trinidad and Tobago,TTO,"Mar 16, 2020",4,
Trinidad and Tobago,TTO,"Mar 17, 2020",5,
Trinidad and Tobago,TTO,"Mar 18, 2020",7,
Trinidad and Tobago,TTO,"Mar 19, 2020",9,
Trinidad and Tobago,TTO,"Mar 20, 2020",9,
Trinidad and Tobago,TTO,"Mar 21, 2020",9,
Trinidad and Tobago,TTO,"Mar 22, 2020",49,
Trinidad and Tobago,TTO,"Mar 23, 2020",50,
Trinidad and Tobago,TTO,"Mar 24, 2020",51,
Trinidad and Tobago,TTO,"Mar 25, 2020",57,
Trinidad and Tobago,TTO,"Mar 26, 2020",60,
Trinidad and Tobago,TTO,"Mar 27, 2020",65,
Tunisia,TUN,"Mar 3, 2020",1,
Tunisia,TUN,"Mar 10, 2020",2,
Tunisia,TUN,"Mar 11, 2020",5,
Tunisia,TUN,"Mar 12, 2020",7,
Tunisia,TUN,"Mar 13, 2020",13,
Tunisia,TUN,"Mar 14, 2020",16,
Tunisia,TUN,"Mar 15, 2020",16,
Tunisia,TUN,"Mar 16, 2020",18,
Tunisia,TUN,"Mar 17, 2020",20,
Tunisia,TUN,"Mar 18, 2020",24,
Tunisia,TUN,"Mar 19, 2020",29,
Tunisia,TUN,"Mar 20, 2020",39,
Tunisia,TUN,"Mar 21, 2020",54,
Tunisia,TUN,"Mar 22, 2020",60,
Tunisia,TUN,"Mar 23, 2020",75,
Tunisia,TUN,"Mar 24, 2020",89,
Tunisia,TUN,"Mar 25, 2020",114,0
Tunisia,TUN,"Mar 26, 2020",173,1
Tunisia,TUN,"Mar 27, 2020",173,2
Turkey,TUR,"Mar 12, 2020",1,
Turkey,TUR,"Mar 13, 2020",2,
Turkey,TUR,"Mar 16, 2020",18,
Turkey,TUR,"Mar 17, 2020",47,
Turkey,TUR,"Mar 18, 2020",98,
Turkey,TUR,"Mar 19, 2020",191,0
Turkey,TUR,"Mar 20, 2020",359,1
Turkey,TUR,"Mar 21, 2020",670,2
Turkey,TUR,"Mar 22, 2020",947,3
Turkey,TUR,"Mar 23, 2020",1236,4
Turkey,TUR,"Mar 24, 2020",1529,5
Turkey,TUR,"Mar 25, 2020",1872,6
Turkey,TUR,"Mar 26, 2020",2433,7
Turkey,TUR,"Mar 27, 2020",3629,8
Turks and Caicos Islands,TCA,"Mar 25, 2020",1,
Turks and Caicos Islands,TCA,"Mar 26, 2020",1,
Turks and Caicos Islands,TCA,"Mar 27, 2020",2,
Uganda,UGA,"Mar 22, 2020",1,
Uganda,UGA,"Mar 23, 2020",1,
Uganda,UGA,"Mar 24, 2020",9,
Uganda,UGA,"Mar 25, 2020",9,
Uganda,UGA,"Mar 26, 2020",14,
Uganda,UGA,"Mar 27, 2020",14,
Ukraine,UKR,"Mar 4, 2020",1,
Ukraine,UKR,"Mar 13, 2020",3,
Ukraine,UKR,"Mar 16, 2020",3,
Ukraine,UKR,"Mar 17, 2020",5,
Ukraine,UKR,"Mar 18, 2020",14,
Ukraine,UKR,"Mar 19, 2020",19,
Ukraine,UKR,"Mar 20, 2020",26,
Ukraine,UKR,"Mar 21, 2020",26,
Ukraine,UKR,"Mar 22, 2020",41,
Ukraine,UKR,"Mar 23, 2020",47,
Ukraine,UKR,"Mar 24, 2020",73,
Ukraine,UKR,"Mar 25, 2020",84,
Ukraine,UKR,"Mar 26, 2020",113,0
Ukraine,UKR,"Mar 27, 2020",156,1
United Arab Emirates,ARE,"Dec 31, 2019",0,
United Arab Emirates,ARE,"Jan 1, 2020",0,
United Arab Emirates,ARE,"Jan 2, 2020",0,
United Arab Emirates,ARE,"Jan 3, 2020",0,
United Arab Emirates,ARE,"Jan 4, 2020",0,
United Arab Emirates,ARE,"Jan 5, 2020",0,
United Arab Emirates,ARE,"Jan 6, 2020",0,
United Arab Emirates,ARE,"Jan 7, 2020",0,
United Arab Emirates,ARE,"Jan 8, 2020",0,
United Arab Emirates,ARE,"Jan 9, 2020",0,
United Arab Emirates,ARE,"Jan 10, 2020",0,
United Arab Emirates,ARE,"Jan 11, 2020",0,
United Arab Emirates,ARE,"Jan 12, 2020",0,
United Arab Emirates,ARE,"Jan 13, 2020",0,
United Arab Emirates,ARE,"Jan 14, 2020",0,
United Arab Emirates,ARE,"Jan 15, 2020",0,
United Arab Emirates,ARE,"Jan 16, 2020",0,
United Arab Emirates,ARE,"Jan 17, 2020",0,
United Arab Emirates,ARE,"Jan 18, 2020",0,
United Arab Emirates,ARE,"Jan 19, 2020",0,
United Arab Emirates,ARE,"Jan 20, 2020",0,
United Arab Emirates,ARE,"Jan 21, 2020",0,
United Arab Emirates,ARE,"Jan 22, 2020",0,
United Arab Emirates,ARE,"Jan 23, 2020",0,
United Arab Emirates,ARE,"Jan 24, 2020",0,
United Arab Emirates,ARE,"Jan 25, 2020",0,
United Arab Emirates,ARE,"Jan 26, 2020",0,
United Arab Emirates,ARE,"Jan 27, 2020",1,
United Arab Emirates,ARE,"Jan 28, 2020",1,
United Arab Emirates,ARE,"Jan 29, 2020",1,
United Arab Emirates,ARE,"Jan 30, 2020",4,
United Arab Emirates,ARE,"Jan 31, 2020",4,
United Arab Emirates,ARE,"Feb 1, 2020",4,
United Arab Emirates,ARE,"Feb 2, 2020",5,
United Arab Emirates,ARE,"Feb 3, 2020",5,
United Arab Emirates,ARE,"Feb 4, 2020",5,
United Arab Emirates,ARE,"Feb 5, 2020",5,
United Arab Emirates,ARE,"Feb 6, 2020",5,
United Arab Emirates,ARE,"Feb 7, 2020",5,
United Arab Emirates,ARE,"Feb 8, 2020",7,
United Arab Emirates,ARE,"Feb 9, 2020",7,
United Arab Emirates,ARE,"Feb 10, 2020",7,
United Arab Emirates,ARE,"Feb 11, 2020",8,
United Arab Emirates,ARE,"Feb 12, 2020",8,
United Arab Emirates,ARE,"Feb 13, 2020",8,
United Arab Emirates,ARE,"Feb 14, 2020",8,
United Arab Emirates,ARE,"Feb 15, 2020",8,
United Arab Emirates,ARE,"Feb 16, 2020",8,
United Arab Emirates,ARE,"Feb 17, 2020",9,
United Arab Emirates,ARE,"Feb 18, 2020",9,
United Arab Emirates,ARE,"Feb 19, 2020",9,
United Arab Emirates,ARE,"Feb 20, 2020",9,
United Arab Emirates,ARE,"Feb 21, 2020",9,
United Arab Emirates,ARE,"Feb 22, 2020",11,
United Arab Emirates,ARE,"Feb 23, 2020",13,
United Arab Emirates,ARE,"Feb 24, 2020",13,
United Arab Emirates,ARE,"Feb 25, 2020",13,
United Arab Emirates,ARE,"Feb 26, 2020",13,
United Arab Emirates,ARE,"Feb 27, 2020",13,
United Arab Emirates,ARE,"Feb 28, 2020",19,
United Arab Emirates,ARE,"Feb 29, 2020",19,
United Arab Emirates,ARE,"Mar 1, 2020",21,
United Arab Emirates,ARE,"Mar 2, 2020",21,
United Arab Emirates,ARE,"Mar 4, 2020",27,
United Arab Emirates,ARE,"Mar 6, 2020",29,
United Arab Emirates,ARE,"Mar 8, 2020",45,
United Arab Emirates,ARE,"Mar 10, 2020",59,
United Arab Emirates,ARE,"Mar 11, 2020",74,
United Arab Emirates,ARE,"Mar 13, 2020",85,
United Arab Emirates,ARE,"Mar 15, 2020",85,
United Arab Emirates,ARE,"Mar 16, 2020",86,
United Arab Emirates,ARE,"Mar 17, 2020",98,
United Arab Emirates,ARE,"Mar 18, 2020",113,0
United Arab Emirates,ARE,"Mar 19, 2020",113,1
United Arab Emirates,ARE,"Mar 20, 2020",140,2
United Arab Emirates,ARE,"Mar 21, 2020",140,3
United Arab Emirates,ARE,"Mar 22, 2020",153,4
United Arab Emirates,ARE,"Mar 23, 2020",153,5
United Arab Emirates,ARE,"Mar 24, 2020",198,6
United Arab Emirates,ARE,"Mar 25, 2020",248,7
United Arab Emirates,ARE,"Mar 26, 2020",333,8
United Arab Emirates,ARE,"Mar 27, 2020",333,9
United Kingdom,GBR,"Dec 31, 2019",0,
